IRI,Similarity
http://www.opmw.org/ontology/hasTemplateDiagram,0.8412
http://www.opmw.org/ontology/WorkflowExecutionAccount,0.8393
http://www.opmw.org/ontology/WorkflowExecutionArtifact,0.8387
http://www.opmw.org/ontology/hasExecutionDiagram,0.8375
http://www.opmw.org/ontology/DataVariable,0.8370
http://www.opmw.org/ontology/WorkflowTemplateProcess,0.8350
http://www.opmw.org/ontology/WorkflowTemplate,0.8340
http://www.opmw.org/ontology/WorkflowExecutionProcess,0.8272
http://www.opmw.org/ontology/WorkflowTemplateArtifact,0.8267
http://www.opmw.org/ontology/hasStatus,0.8196
http://www.opmw.org/ontology/correspondsToTemplate,0.8187
http://www.opmw.org/ontology/isConcrete,0.8171
http://www.opmw.org/ontology/correspondsToTemplateProcess,0.8138
http://www.opmw.org/ontology/hasExecutableComponent,0.8135
http://www.opmw.org/ontology/executedInWorkflowSystem,0.8127
http://www.opmw.org/ontology/correspondsToTemplateArtifact,0.8102
http://www.opmw.org/ontology/hasDocumentation,0.8100
http://www.opmw.org/ontology/hasSize,0.8100
http://www.opmw.org/ontology/hasOriginalLogFile,0.8080
http://www.opmw.org/ontology/createdInWorkflowSystem,0.8072
