IRI,Similarity
http://www.opmw.org/ontology/WorkflowExecutionProcess,0.5647
http://www.opmw.org/ontology/correspondsToTemplateProcess,0.5510
http://www.opmw.org/ontology/hasFileName,0.5450
http://www.opmw.org/ontology/hasExecutableComponent,0.5376
http://www.opmw.org/ontology/hasStatus,0.5332
http://www.opmw.org/ontology/hasDocumentation,0.5190
http://www.opmw.org/ontology/hasExecutionDiagram,0.5141
http://www.opmw.org/ontology/WorkflowTemplateProcess,0.5118
http://www.opmw.org/ontology/hasLocation,0.5026
http://www.opmw.org/ontology/hasSize,0.4955
http://www.opmw.org/ontology/versionNumber,0.4862
http://www.opmw.org/ontology/hasValue,0.4755
http://www.opmw.org/ontology/hasOriginalLogFile,0.4665
http://www.opmw.org/ontology/WorkflowTemplate,0.4661
http://www.opmw.org/ontology/executedInWorkflowSystem,0.4540
http://www.opmw.org/ontology/WorkflowExecutionArtifact,0.4512
http://www.opmw.org/ontology/isConcrete,0.4493
http://www.opmw.org/ontology/hasDimensionality,0.4461
http://www.opmw.org/ontology/correspondsToTemplate,0.4427
http://www.opmw.org/ontology/hasTemplateDiagram,0.4426
http://www.opmw.org/ontology/correspondsToTemplateArtifact,0.4343
http://www.opmw.org/ontology/createdInWorkflowSystem,0.4290
http://www.opmw.org/ontology/WorkflowExecutionAccount,0.4271
http://www.opmw.org/ontology/uses,0.4260
http://www.opmw.org/ontology/WorkflowTemplateArtifact,0.4221
http://www.opmw.org/ontology/hasNativeSystemTemplate,0.4188
http://www.opmw.org/ontology/overallEndTime,0.4116
http://www.opmw.org/ontology/isGeneratedBy,0.4038
http://www.opmw.org/ontology/ParameterVariable,0.4032
