IRI,Similarity
https://gpo.ontology.link/GPO_ee8c37fd_9f2c_4047_b25d_4149894bd7c0,0.5574
http://emmo.info/emmo#EMMO_65a007dc_2550_46b0_b394_3346c67fbb69,0.5396
http://emmo.info/emmo#EMMO_43e9a05d_98af_41b4_92f6_00f79a09bfce,0.5355
http://emmo.info/emmo#EMMO_4d2ca841_6cb1_4710_a756_5b989746bca2,0.5327
http://emmo.info/emmo#EMMO_35c29eb6_f57e_48d8_85af_854f9e926e77,0.5176
https://gpo.ontology.link/GPO_2680e8c9_b5d0_4d50_9a33_52e4270669d8,0.5102
http://emmo.info/emmo#EMMO_c4bace1d_4db0_4cd3_87e9_18122bae2840,0.4802
http://emmo.info/emmo#EMMO_4f226cf3_6d02_4d35_8566_a9e641bc6ff3,0.4709
http://emmo.info/emmo#EMMO_314d0bd5_67ed_437e_a609_36d46147cea7,0.4706
https://gpo.ontology.link/GPO_aa602472_ba16_4375_b8b3_868f84324ec7,0.4601
https://gpo.ontology.link/GPO_01cd2578_8730_4ac9_a555_9112728ea939,0.4485
http://emmo.info/emmo#EMMO_b432d2d5_25f4_4165_99c5_5935a7763c1a,0.4312
http://emmo.info/emmo#EMMO_9bbab0be_f9cc_4f46_9f46_0fd271911b79,0.4239
http://emmo.info/emmo#EMMO_ae2d1a96_bfa1_409a_a7d2_03d69e8a125a,0.4165
http://emmo.info/emmo#EMMO_12d4ba9b_2f89_4ea3_b206_cd376f96c875,0.4065
