IRI,Similarity
http://www.w3.org/ns/prov#Role,0.5920
http://w3id.org/nfdi4ing/metadata4ing#ProjectManager,0.5898
http://w3id.org/nfdi4ing/metadata4ing#ProjectLeader,0.5856
http://w3id.org/nfdi4ing/metadata4ing#projectParticipant,0.5575
http://w3id.org/nfdi4ing/metadata4ing#ProjectMember,0.5507
http://w3id.org/nfdi4ing/metadata4ing#inProject,0.5392
https://schema.org/Project,0.5261
http://purl.obolibrary.org/obo/RO_0002352,0.5142
http://w3id.org/nfdi4ing/metadata4ing#RelatedPerson,0.5126
http://purl.obolibrary.org/obo/RO_0002353,0.5050
http://w3id.org/nfdi4ing/metadata4ing#endOfProject,0.5041
http://w3id.org/nfdi4ing/metadata4ing#startOfProject,0.4896
http://www.w3.org/ns/prov#hadRole,0.4800
http://w3id.org/nfdi4ing/metadata4ing#Distributor,0.4709
http://w3id.org/nfdi4ing/metadata4ing#UsageInstruction,0.4645
http://purl.org/dc/terms/isReferencedBy,0.4637
http://www.w3.org/ns/prov#Activity,0.4601
http://www.w3.org/ns/prov#agent,0.4565
http://purl.obolibrary.org/obo/RO_0002233,0.4518
http://purl.obolibrary.org/obo/RO_0002234,0.4514
http://w3id.org/nfdi4ing/metadata4ing#projectReferenceID,0.4466
http://w3id.org/nfdi4ing/metadata4ing#Supervisor,0.4424
http://w3id.org/nfdi4ing/metadata4ing#WorkPackageLeader,0.4394
http://purl.obolibrary.org/obo/BFO_0000015,0.4313
http://purl.org/dc/terms/title,0.4300
http://w3id.org/nfdi4ing/metadata4ing#Producer,0.4284
http://w3id.org/nfdi4ing/metadata4ing#Other,0.4284
http://www.molmod.info/semantics/pims-ii.ttl#Property,0.4277
http://www.w3.org/ns/prov#Association,0.4155
http://www.w3.org/ns/prov#qualifiedAssociation,0.4115
https://schema.org/affiliation,0.4090
http://w3id.org/nfdi4ing/metadata4ing#Editor,0.4068
http://w3id.org/nfdi4ing/metadata4ing#ResearchGroup,0.4048
http://w3id.org/nfdi4ing/metadata4ing#Sponsor,0.4046
http://purl.obolibrary.org/obo/RO_0000057,0.4026
http://purl.org/dc/terms/references,0.4011
http://w3id.org/nfdi4ing/metadata4ing#hasEmployedTool,0.4009
