LABEL	LOCAL	TYPE	IRI	ALT_LABELS	SYNONYMS	COMMENT
		Entity	http://purl.org/net/p-plan#			
PlainLiteral	PlainLiteral	Entity	http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral			
isDefinedBy	isDefinedBy	Entity	http://www.w3.org/2000/01/rdf-schema#isDefinedBy			
hasInputVar	hasInputVar	ObjectProperty	http://purl.org/net/p-plan#hasInputVar			
Variable	Variable	Class	http://purl.org/net/p-plan#Variable			
definition	definition	AnnotationProperty	http://www.w3.org/ns/prov#definition			
Entity	Entity	Class	http://purl.org/net/p-plan#Entity			
isOutputVarOf	isOutputVarOf	ObjectProperty	http://purl.org/net/p-plan#isOutputVarOf			
correspondsToVariable	correspondsToVariable	ObjectProperty	http://purl.org/net/p-plan#correspondsToVariable			
isVariableofPlan	isVariableOfPlan	ObjectProperty	http://purl.org/net/p-plan#isVariableOfPlan			
isInputVarOf	isInputVarOf	ObjectProperty	http://purl.org/net/p-plan#isInputVarOf			
hasOutputVar	hasOutputVar	ObjectProperty	http://purl.org/net/p-plan#hasOutputVar			
label	label	Entity	http://www.w3.org/2000/01/rdf-schema#label			
