IRI,Similarity
https://w3id.org/pmd/co/belongsToProject,0.8275
https://w3id.org/pmd/co/process,0.7647
https://w3id.org/pmd/co/ProjectIdentifier,0.6983
https://w3id.org/pmd/co/Project,0.6349
https://w3id.org/pmd/co/RelatedProjectIdentifier,0.6161
https://w3id.org/pmd/co/OperatorRole,0.5768
https://w3id.org/pmd/co/input,0.5557
https://w3id.org/pmd/co/output,0.5335
https://w3id.org/pmd/co/executes,0.5315
https://w3id.org/pmd/co/ClassificationDocument,0.5201
https://w3id.org/pmd/co/Operator,0.5188
https://w3id.org/pmd/co/Process,0.5099
https://w3id.org/pmd/co/ManufacturingProcess,0.4873
https://w3id.org/pmd/co/AssemblingProcess,0.4741
https://w3id.org/pmd/co/subordinateProcess,0.4630
http://purl.obolibrary.org/obo/RO_0000087,0.4534
https://w3id.org/pmd/co/InitiatorRole,0.4491
https://w3id.org/pmd/co/participant,0.4467
https://w3id.org/pmd/co/ManufacturerRole,0.4436
https://w3id.org/pmd/co/relatesTo,0.4431
https://w3id.org/pmd/co/DigitalEntity,0.4424
https://w3id.org/pmd/co/ProcessDescription,0.4318
https://w3id.org/pmd/co/Object,0.4296
https://w3id.org/pmd/co/nextProcess,0.4254
https://w3id.org/pmd/co/DepartmentRole,0.4146
http://w3id.org/DMI/DigitalMaterialIdentifier,0.4133
https://w3id.org/pmd/co/ProcessingNode,0.4130
https://w3id.org/pmd/co/ProcessIdentifier,0.4096
https://w3id.org/pmd/co/NodeInfo,0.4085
https://w3id.org/pmd/co/AnalysingProcess,0.4030
https://w3id.org/pmd/co/DataScope,0.4012
