IRI,Similarity
http://w3id.org/nfdi4ing/metadata4ing#hasEmployedTool,0.9045
http://w3id.org/nfdi4ing/metadata4ing#isEmployedToolIn,0.9012
http://w3id.org/nfdi4ing/metadata4ing#realizesMethod,0.8975
http://purl.obolibrary.org/obo/RO_0000057,0.8859
http://w3id.org/nfdi4ing/metadata4ing#UsageInstruction,0.8835
http://purl.obolibrary.org/obo/RO_0000056,0.8823
http://w3id.org/nfdi4ing/metadata4ing#implementsMethod,0.8799
http://w3id.org/nfdi4ing/metadata4ing#implementedByTool,0.8764
http://w3id.org/nfdi4ing/metadata4ing#Supervisor,0.8659
http://purl.obolibrary.org/obo/RO_0002233,0.8648
http://w3id.org/nfdi4ing/metadata4ing#hasParameter,0.8635
http://www.w3.org/ns/prov#qualifiedAssociation,0.8610
http://purl.obolibrary.org/obo/BFO_0000015,0.8604
http://purl.obolibrary.org/obo/RO_0002234,0.8583
http://purl.obolibrary.org/obo/RO_0002352,0.8534
http://w3id.org/nfdi4ing/metadata4ing#hasDateAssignmentModified,0.8485
http://purl.obolibrary.org/obo/RO_0002353,0.8483
http://w3id.org/nfdi4ing/metadata4ing#startOfProject,0.8481
http://www.molmod.info/semantics/pims-ii.ttl#Property,0.8473
http://w3id.org/nfdi4ing/metadata4ing#hasDateAssignmentCreated,0.8471
