IRI,Similarity
https://www.irit.fr/recherches/MELODI/ontologies/BBO#SubProcess,0.9084
https://www.irit.fr/recherches/MELODI/ontologies/BBO#SubProcessStartEvent,0.8914
https://www.irit.fr/recherches/MELODI/ontologies/BBO#isExecutable,0.8833
https://www.irit.fr/recherches/MELODI/ontologies/BBO#Process,0.8832
https://www.irit.fr/recherches/MELODI/ontologies/BBO#SequenceFlow,0.8800
https://www.irit.fr/recherches/MELODI/ontologies/BBO#has_process,0.8776
https://www.irit.fr/recherches/MELODI/ontologies/BBO#WorkProcedureDocument,0.8747
https://www.irit.fr/recherches/MELODI/ontologies/BBO#supports,0.8721
https://www.irit.fr/recherches/MELODI/ontologies/BBO#FlowElement,0.8714
https://www.irit.fr/recherches/MELODI/ontologies/BBO#Agent,0.8712
https://www.irit.fr/recherches/MELODI/ontologies/BBO#Task,0.8697
https://www.irit.fr/recherches/MELODI/ontologies/BBO#Tool,0.8686
https://www.irit.fr/recherches/MELODI/ontologies/BBO#ExecutableScript,0.8674
https://www.irit.fr/recherches/MELODI/ontologies/BBO#Property,0.8657
https://www.irit.fr/recherches/MELODI/ontologies/BBO#Escalation,0.8639
https://www.irit.fr/recherches/MELODI/ontologies/BBO#Scheme,0.8625
https://www.irit.fr/recherches/MELODI/ontologies/BBO#ScriptTask,0.8624
https://www.irit.fr/recherches/MELODI/ontologies/BBO#Enterprise,0.8598
https://www.irit.fr/recherches/MELODI/ontologies/BBO#has_property,0.8592
https://www.irit.fr/recherches/MELODI/ontologies/BBO#GlobalManualTask,0.8591
