IRI,Similarity
https://www.irit.fr/recherches/MELODI/ontologies/BBO#InputOutputSpecification,0.8927
https://www.irit.fr/recherches/MELODI/ontologies/BBO#SubProcess,0.8796
https://www.irit.fr/recherches/MELODI/ontologies/BBO#Agent,0.8743
https://www.irit.fr/recherches/MELODI/ontologies/BBO#Tool,0.8728
https://www.irit.fr/recherches/MELODI/ontologies/BBO#WorkProcedureDocument,0.8715
https://www.irit.fr/recherches/MELODI/ontologies/BBO#supports,0.8701
https://www.irit.fr/recherches/MELODI/ontologies/BBO#FlowElement,0.8699
https://www.irit.fr/recherches/MELODI/ontologies/BBO#has_ioSpecification,0.8682
https://www.irit.fr/recherches/MELODI/ontologies/BBO#SequenceFlow,0.8673
https://www.irit.fr/recherches/MELODI/ontologies/BBO#Process,0.8669
https://www.irit.fr/recherches/MELODI/ontologies/BBO#Factory,0.8650
https://www.irit.fr/recherches/MELODI/ontologies/BBO#ManufacturingFacility,0.8644
https://www.irit.fr/recherches/MELODI/ontologies/BBO#SubProcessStartEvent,0.8641
https://www.irit.fr/recherches/MELODI/ontologies/BBO#InputSet,0.8630
https://www.irit.fr/recherches/MELODI/ontologies/BBO#has_outgoing,0.8617
https://www.irit.fr/recherches/MELODI/ontologies/BBO#HumanResource,0.8615
https://www.irit.fr/recherches/MELODI/ontologies/BBO#SoftwareResource,0.8608
https://www.irit.fr/recherches/MELODI/ontologies/BBO#Escalation,0.8606
https://www.irit.fr/recherches/MELODI/ontologies/BBO#isExecutable,0.8601
https://www.irit.fr/recherches/MELODI/ontologies/BBO#Parameter,0.8598
