IRI,LABEL,LOCAL,TYPE,SOURCE,LINK,ALT_LABELS,SYNONYMS,COMMENT
https://orcid.org/0000-0001-5791-8427,0000-0001-5791-8427,0000-0001-5791-8427,Individual,Ontology : pko,ontologies/pko/,,,
https://orcid.org/0000-0001-9962-7193,0000-0001-9962-7193,0000-0001-9962-7193,Individual,Ontology : pko,ontologies/pko/,,,
https://orcid.org/0000-0002-8235-7331,0000-0002-8235-7331,0000-0002-8235-7331,Individual,Ontology : pko,ontologies/pko/,,,
https://orcid.org/0000-0002-9066-1229,0000-0002-9066-1229,0000-0002-9066-1229,Individual,Ontology : pko,ontologies/pko/,,,
https://orcid.org/0000-0003-1427-3723,0000-0003-1427-3723,0000-0003-1427-3723,Individual,Ontology : pko,ontologies/pko/,,,
https://ror.org/046bfkz44,046bfkz44,046bfkz44,Individual,Ontology : pko,ontologies/pko/,,,
http://purl.obolibrary.org/obo/STATO_0000281,1 % false positive rate,STATO_0000281,Entity,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/STATO_0000138,2 by 2 contingency table,STATO_0000138,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/STATO_0000185,2 by n contingency table,STATO_0000185,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/STATO_0000408,2 step Fagan nomogram,STATO_0000408,Class,Ontology : stato,ontologies/stato/,,,
https://w3id.org/pmd/co/2DPixelCoordinates,2D Pixel Koordinaten,2DPixelCoordinates,Class,Ontology : pmdcore,ontologies/pmdcore/,,,
http://purl.obolibrary.org/obo/OBI_0500015,2x2 factorial design,OBI_0500015,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/STATO_0000043,5 % false positive rate,STATO_0000043,Entity,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/STATO_0000214,50% confidence interval,STATO_0000214,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/STATO_0000021,90% confidence interval,STATO_0000021,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/STATO_0000231,95% confidence interval,STATO_0000231,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/STATO_0000456,95% credible interval,STATO_0000456,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/STATO_0000127,99% confidence interval,STATO_0000127,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/STATO_0000458,99% credible interval,STATO_0000458,Class,Ontology : stato,ontologies/stato/,,,
https://w3id.org/pmd/co/abbreviation,abbreviation,abbreviation,AnnotationProperty,Ontology : pmdcore,ontologies/pmdcore/,,,
http://purl.obolibrary.org/obo/IAO_0000605,abbreviation textual entity,IAO_0000605,Class,Ontology : mwo,ontologies/mwo/,,,
https://www.iwm.fraunhofer.de/ontologies/bwmd-ontology#Abrading,Abrading,Abrading,Class,Ontology : BWMD,ontologies/BWMD/,,,
https://orcid.org/0000-0001-7564-7990,Abril Azócar Guzmán,0000-0001-7564-7990,Entity,Ontology : mwo,ontologies/mwo/,,,
http://purl.obolibrary.org/obo/STATO_0000056,absence of association hypothesis,STATO_0000056,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/STATO_0000061,absence of between group difference hypothesis,STATO_0000061,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/STATO_0000297,absence of depletion hypothesis,STATO_0000297,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/STATO_0000288,absence of difference hypothesis,STATO_0000288,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/STATO_0000296,absence of enrichment hypothesis,STATO_0000296,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/STATO_0000294,absence of negative difference hypothesis,STATO_0000294,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/STATO_0000295,absence of positive difference hypothesis,STATO_0000295,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/STATO_0000062,absence of within subject difference hypothesis,STATO_0000062,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/STATO_0000614,absolute difference,STATO_0000614,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/STATO_0000668,absolute value,STATO_0000668,Class,Ontology : stato,ontologies/stato/,,,
http://emmo.info/emmo#EMMO_8e5dd473_808b_4a8a_b7cd_63068c12ff57,AbsorbedDose,EMMO_8e5dd473_808b_4a8a_b7cd_63068c12ff57,Class,Ontology : GPO,ontologies/GPO/,,,
http://emmo.info/emmo#EMMO_847f1d9f_205e_46c1_8cb6_a9e479421f88,AbsorbedDoseDimension,EMMO_847f1d9f_205e_46c1_8cb6_a9e479421f88,Class,Ontology : GPO,ontologies/GPO/,,,
https://www.iwm.fraunhofer.de/ontologies/bwmd-ontology#Abstract,Abstract,Abstract,Class,Ontology : BWMD,ontologies/BWMD/,,,
http://purl.org/dc/terms/abstract,abstract,abstract,AnnotationProperty,Ontology : GPO,ontologies/GPO/,,,
http://purl.org/dc/terms/abstract,abstract,abstract,AnnotationProperty,Ontology : m4i,ontologies/m4i/,,,
https://w3id.org/pmd/co/Department,Abteilung,Department,Class,Ontology : pmdcore,ontologies/pmdcore/,,,
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000100,academic discipline,NFDI_0000100,Class,Ontology : mwo,ontologies/mwo/,,,"An information content entity that specifies the subject area, domain or academic discipline of an entity. An academic discipline, a research field or domain of an entity, e.g. a domain of a data portal or a field of study of a person."
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000018,academic event,NFDI_0000018,Class,Ontology : mwo,ontologies/mwo/,,,"An event that focuses on scholarly activities and the exchange of knowledge, typically involving presentations, discussions, or collaborations among researchers, academics, and students, often in the context of conferences, workshops, seminars, symposia, or colloquia, to advance a specific field of study or interdisciplinary research."
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000019,academic organization role,NFDI_0000019,Class,Ontology : mwo,ontologies/mwo/,,,"A role inherent in an organization that is realized when coordinating, managing, or supporting academic activities, programs, or research to promote education and knowledge advancement."
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001040,academic title,NFDI_0001040,Class,Ontology : mwo,ontologies/mwo/,,,"An academic title is an identifier that denotes an individual’s academic rank, qualification, or honorary designation within educational and research institutions."
http://emmo.info/emmo#EMMO_e37ac288_aa60_415a_8cb7_c375724ac8e1,Acceleration,EMMO_e37ac288_aa60_415a_8cb7_c375724ac8e1,Class,Ontology : GPO,ontologies/GPO/,,,Derivative of velocity with respect to time.
http://emmo.info/emmo#EMMO_2da7408f_d389_4245_887d_a1743b81a9b6,AccelerationDimension,EMMO_2da7408f_d389_4245_887d_a1743b81a9b6,Class,Ontology : GPO,ontologies/GPO/,,,
http://www.w3.org/ns/dcat#accessURL,access u r l,accessURL,DatatypeProperty,Ontology : pko,ontologies/pko/,,,
http://purl.org/list/vocab#accompanying,accompanying,accompanying,AnnotationProperty,Ontology : WILD,ontologies/WILD/,,,
http://purl.org/list/vocab#accompanying,accompanying,accompanying,AnnotationProperty,Pattern : WILD / requirement1 / WILD_STAR_none,patterns/WILD/requirement1/WILD_STAR_none/,,,
http://openprovenance.org/model/opmo#Account,Account,Account,Class,Ontology : opmw,ontologies/opmw/,,,
http://purl.obolibrary.org/obo/STATO_0000415,accuracy,STATO_0000415,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/OBI_0000417,achieves_planned_objective,OBI_0000417,ObjectProperty,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/OBI_0000417,achieves_planned_objective,OBI_0000417,ObjectProperty,Pattern : stato / requirement2 / stato_STAR_none,patterns/stato/requirement2/stato_STAR_none/,,,
http://emmo.info/emmo#EMMO_50b91f00_d1b3_4638_ab1e_8f982a37621a,AcousticQuantity,EMMO_50b91f00_d1b3_4638_ab1e_8f982a37621a,Class,Ontology : GPO,ontologies/GPO/,,,
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001021,act of dissolution,NFDI_0001021,Class,Ontology : mwo,ontologies/mwo/,,,"The act of dissolution refers to a formal legal or administrative event that officially terminates or dissolves an entity, relationship, or agreement."
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001020,act of foundation,NFDI_0001020,Class,Ontology : mwo,ontologies/mwo/,,,"The act of foundation refers to the formal establishment or creation of an institution, organization, or entity, typically through a legal, administrative, or ceremonial process."
http://www.w3.org/ns/prov#actedOnBehalfOf,actedOnBehalfOf,actedOnBehalfOf,ObjectProperty,Ontology : opmw,ontologies/opmw/,,,An object property to express the accountability of an agent towards another agent. The subordinate agent acted on behalf of the responsible agent in an actual activity. 
http://emmo.info/emmo/domain/periodic-table#EMMO_380f1ba6-b4f3-51e2-a63f-ceeeca2ed2f4,ActiniumAtom,EMMO_380f1ba6-b4f3-51e2-a63f-ceeeca2ed2f4,Class,Ontology : GPO,ontologies/GPO/,,,
http://emmo.info/emmo/domain/periodic-table#EMMO_3bf0809d-2f7c-5282-b7fd-2e5486f6dbd3,ActiniumSymbol,EMMO_3bf0809d-2f7c-5282-b7fd-2e5486f6dbd3,Class,Ontology : GPO,ontologies/GPO/,,,
https://w3id.org/pko#Action,Action,Action,Class,Ontology : pko,ontologies/pko/,,,This class represents an Action performed by a human Agent.
http://purl.obolibrary.org/obo/IAO_0000007,action specification,IAO_0000007,Class,Ontology : mwo,ontologies/mwo/,,,
http://purl.obolibrary.org/obo/IAO_0000007,action specification,IAO_0000007,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/IAO_0000007,action specification,IAO_0000007,Class,Pattern : stato / requirement1 / stato_STAR_none,patterns/stato/requirement1/stato_STAR_none/,,,
http://purl.org/wild/vocab#active,active,active,Individual,Ontology : WILD,ontologies/WILD/,,,
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0001070,active status,NFDI_0001070,Individual,Ontology : mwo,ontologies/mwo/,,,"Active Status is a status specification that indicates an entity, process, or project is currently operational, ongoing, or in execution."
http://purl.org/wild/vocab#ActiveOrInitialisedInstanceState,ActiveOrInitialisedInstanceState,ActiveOrInitialisedInstanceState,Class,Ontology : WILD,ontologies/WILD/,,,
http://purl.org/wild/vocab#ActiveOrInitialisedInstanceState,ActiveOrInitialisedInstanceState,ActiveOrInitialisedInstanceState,Class,Pattern : WILD / requirement2 / WILD_STAR_none,patterns/WILD/requirement2/WILD_STAR_none/,,,
https://www.irit.fr/recherches/MELODI/ontologies/BBO#Activity,Activity,Activity,Class,Ontology : BBO,ontologies/BBO/,,,"Work that a company or organization performs using business processes. An activity can be atomic or non-atomic (compound). The types of activities that are a part of a Process Model are: Process, Sub-Process, and Task."
http://www.w3.org/ns/prov#Activity,Activity,Activity,Class,Ontology : P-Plan,ontologies/P-Plan/,,,
http://purl.org/net/p-plan#Activity,Activity,Activity,Class,Ontology : P-Plan,ontologies/P-Plan/,,,A p-plan:Activity represents the execution process planned in a p-plan:Step
http://purl.org/wild/vocab#Activity,Activity,Activity,Class,Ontology : WILD,ontologies/WILD/,,,
http://www.w3.org/ns/prov#activity,activity,activity,ObjectProperty,Ontology : opmw,ontologies/opmw/,,,
http://www.w3.org/ns/prov#Activity,Activity,Activity,Class,Ontology : opmw,ontologies/opmw/,,,
http://purl.org/net/p-plan#Activity,Activity,Activity,Class,Ontology : opmw,ontologies/opmw/,,,A p-plan:Activity represents the execution process planned in a p-plan:Step
http://www.w3.org/ns/prov#Activity,Activity,Activity,Class,Ontology : pko,ontologies/pko/,,,
http://www.w3.org/ns/prov#Activity,Activity,Activity,Class,Ontology : pmdcore,ontologies/pmdcore/,,,
http://purl.org/net/p-plan#Activity,Activity,Activity,Class,Pattern : P-Plan / requirement1 / P-Plan_STAR_none,patterns/P-Plan/requirement1/P-Plan_STAR_none/,,,A p-plan:Activity represents the execution process planned in a p-plan:Step
http://purl.org/wild/vocab#Activity,Activity,Activity,Class,Pattern : WILD / requirement1 / WILD_STAR_none,patterns/WILD/requirement1/WILD_STAR_none/,,,
http://www.w3.org/ns/prov#ActivityInfluence,ActivityInfluence,ActivityInfluence,Class,Ontology : opmw,ontologies/opmw/,,,ActivityInfluence provides additional descriptions of an Activity's binary influence upon any other kind of resource. Instances of ActivityInfluence use the prov:activity property to cite the influencing Activity.
http://purl.org/wild/vocab#ActivityInstance,ActivityInstance,ActivityInstance,Class,Ontology : WILD,ontologies/WILD/,,,
http://purl.org/wild/vocab#ActivityInstance,ActivityInstance,ActivityInstance,Class,Pattern : WILD / requirement2 / WILD_STAR_none,patterns/WILD/requirement2/WILD_STAR_none/,,,
http://purl.org/wild/vocab#activityInstanceOf,activityInstanceOf,activityInstanceOf,AnnotationProperty,Ontology : WILD,ontologies/WILD/,,,
http://purl.org/wild/vocab#activityInstanceOf,activityInstanceOf,activityInstanceOf,ObjectProperty,Pattern : WILD / requirement1 / WILD_STAR_none,patterns/WILD/requirement1/WILD_STAR_none/,,,
http://purl.org/wild/vocab#activityInstanceOf,activityInstanceOf,activityInstanceOf,ObjectProperty,Pattern : WILD / requirement2 / WILD_STAR_none,patterns/WILD/requirement2/WILD_STAR_none/,,,
https://www.iwm.fraunhofer.de/ontologies/bwmd-ontology#ActuatorEquipment,ActuatorEquipment,ActuatorEquipment,Class,Ontology : BWMD,ontologies/BWMD/,,,
http://purl.obolibrary.org/obo/STATO_0000141,acute toxicity study,STATO_0000141,Class,Ontology : stato,ontologies/stato/,,,
http://purls.helmholtz-metadaten.de/mwo/MWO_0001138,adapted by,MWO_0001138,ObjectProperty,Ontology : mwo,ontologies/mwo/,,,The property relates an entity to an agent responsible for its creation or primary development.
http://purls.helmholtz-metadaten.de/mwo/MWO_0001033,adapting process,MWO_0001033,Class,Ontology : mwo,ontologies/mwo/,,,"A process that involves modifying or adjusting an existing entity, with the participation of some participants, to improve its suitability for a specific purpose or context, leading to a refined or optimized outcome."
http://purls.helmholtz-metadaten.de/mwo/MWO_0001139,adapts,MWO_0001139,ObjectProperty,Ontology : mwo,ontologies/mwo/,,,"inverse of property ""adapted by"""
http://purls.helmholtz-metadaten.de/mwo/MWO_0001104,added value textual entity,MWO_0001104,Class,Ontology : mwo,ontologies/mwo/,,,"An added value textual entity is a textual entity that describes the achievements, benefits, or additional value generated by a project, service, or initiative, highlighting its impact, improvements, or contributions."
http://purl.obolibrary.org/obo/OBI_0000274,adding a material entity into a target,OBI_0000274,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/OBI_0000434,adding material objective,OBI_0000434,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/OBI_0600038,addition of molecular label,OBI_0600038,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/STATO_0000489,additive dominant genetic and epistatic inheritance model,STATO_0000489,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/STATO_0000488,additive dominant genetic inheritance model,STATO_0000488,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/STATO_0000487,additive genetic inheritance model,STATO_0000487,Class,Ontology : stato,ontologies/stato/,,,
https://www.iwm.fraunhofer.de/ontologies/bwmd-ontology#AdditiveManufacturing,AdditiveManufacturing,AdditiveManufacturing,Class,Ontology : BWMD,ontologies/BWMD/,,,
https://w3id.org/pmd/co/Address,Address,Address,Class,Ontology : pmdcore,ontologies/pmdcore/,,,
https://w3id.org/pko#addressesError,addresses error,addressesError,ObjectProperty,Ontology : pko,ontologies/pko/,,,"In the context of the Procedural Knowledge Ontology (PKO), this property is used to link a (Multi)Step of a Procedure to the Error it addresses. Such (Multi)Step represents a Fallback procedure."
https://www.irit.fr/recherches/MELODI/ontologies/BBO#AdHocSubProcess,AdHocSubProcess,AdHocSubProcess,Class,Ontology : BBO,ontologies/BBO/,,,"An Ad-Hoc Sub-Process is a specialized type of Sub-Process that is a group of Activities that have no REQUIRED sequence relationships. A set of Activities can be defined for the Process, but the sequence and number of performances for the Activities is determined by the performers of the Activities."
http://purl.obolibrary.org/obo/STATO_0000593,adjusted Rand index,STATO_0000593,Class,Ontology : stato,ontologies/stato/,,,
http://emmo.info/emmo#EMMO_560d833a_6184_410c_859a_05d982712fd7,Aerosol,EMMO_560d833a_6184_410c_859a_05d982712fd7,Class,Ontology : GPO,ontologies/GPO/,,,
http://purls.helmholtz-metadaten.de/mwo/MWO_0001105,affiliation,MWO_0001105,Class,Ontology : mwo,ontologies/mwo/,,,"An affiliation is a textual entity that specifies the organizational or institutional association of an individual, group, or entity, typically used in academic, professional, or research contexts."
https://www.irit.fr/recherches/MELODI/ontologies/BBO#Agent,Agent,Agent,Class,Ontology : BBO,ontologies/BBO/,,,Person or a Software that performs an activity
http://www.w3.org/ns/prov#agent,Agent,agent,ObjectProperty,Ontology : m4i,ontologies/m4i/,,,
http://xmlns.com/foaf/0.1/Agent,Agent,Agent,Class,Ontology : m4i,ontologies/m4i/,,,"An agent (eg. person, group, software or physical artifact)."
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000102,agent,NFDI_0000102,Class,Ontology : mwo,ontologies/mwo/,,,"An independent continuant that acts autonomously and is entrusted with the authority to represent, negotiate, or act on behalf of another agent."
http://www.w3.org/ns/prov#agent,agent,agent,ObjectProperty,Ontology : opmw,ontologies/opmw/,,,
http://www.w3.org/ns/prov#Agent,Agent,Agent,Class,Ontology : opmw,ontologies/opmw/,,,
http://purl.org/net/opmv/ns#Agent,Agent,Agent,Class,Ontology : opmw,ontologies/opmw/,,,
http://www.w3.org/ns/prov#Agent,Agent,Agent,Class,Ontology : pko,ontologies/pko/,,,
http://www.w3.org/ns/prov#Agent,Agent,Agent,Class,Ontology : pmdcore,ontologies/pmdcore/,,,
http://xmlns.com/foaf/0.1/Agent,Agent,Agent,Class,Pattern : m4i / requirement3 / m4i_STAR_none,patterns/m4i/requirement3/m4i_STAR_none/,,,"An agent (eg. person, group, software or physical artifact)."
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0000229,agent role,NFDI_0000229,Class,Ontology : mwo,ontologies/mwo/,,,"Role of an independent continuant that is realized through an agent's actions, enabling the agent to perform specific functions or achieve particular outcomes within a system or context."
http://www.w3.org/ns/prov#AgentInfluence,AgentInfluence,AgentInfluence,Class,Ontology : opmw,ontologies/opmw/,,,AgentInfluence provides additional descriptions of an Agent's binary influence upon any other kind of resource. Instances of AgentInfluence use the prov:agent property to cite the influencing Agent.
http://purl.obolibrary.org/obo/OBI_0200154,agglomerative hierarchical clustering,OBI_0200154,Class,Ontology : stato,ontologies/stato/,,,
https://w3id.org/pmd/co/PMD_0020121,Aggregate state atom gas,PMD_0020121,Individual,Ontology : mwo,ontologies/mwo/,,,
https://w3id.org/pmd/co/PMD_0020119,Aggregate state gasous,PMD_0020119,Individual,Ontology : mwo,ontologies/mwo/,,,
https://w3id.org/pmd/co/PMD_0020118,Aggregate state liquid,PMD_0020118,Individual,Ontology : mwo,ontologies/mwo/,,,
https://w3id.org/pmd/co/PMD_0020123,Aggregate state mesomorphic,PMD_0020123,Individual,Ontology : mwo,ontologies/mwo/,,,
https://w3id.org/pmd/co/PMD_0020120,Aggregate state plasma,PMD_0020120,Individual,Ontology : mwo,ontologies/mwo/,,,
https://w3id.org/pmd/co/PMD_0020117,Aggregate state solid,PMD_0020117,Individual,Ontology : mwo,ontologies/mwo/,,,
https://w3id.org/pmd/co/PMD_0020122,Aggregate state supercritical fluid,PMD_0020122,Individual,Ontology : mwo,ontologies/mwo/,,,
https://w3id.org/pmd/co/PMD_0020124,Aggregate state suprafluid,PMD_0020124,Individual,Ontology : mwo,ontologies/mwo/,,,
https://w3id.org/pmd/co/PMD_0020125,Aggregate state suprasolid,PMD_0020125,Individual,Ontology : mwo,ontologies/mwo/,,,
https://w3id.org/pmd/co/PMD_0020116,Aggregate state value,PMD_0020116,Class,Ontology : mwo,ontologies/mwo/,,,
http://OntoCAPE/chemical_process_system/CPS_function/process.owl#AggregatedProcessStep,AggregatedProcessStep,AggregatedProcessStep,Class,Ontology : OntoCAPE,ontologies/OntoCAPE/,,,An AggregatedProcessStep is a ProcessStep which consists of a number of ProcessSteps in a certain sequence.
http://OntoCAPE/chemical_process_system/CPS_function/process.owl#AggregatedProcessStep,AggregatedProcessStep,AggregatedProcessStep,Class,Pattern : OntoCAPE / requirement1 / OntoCAPE_STAR_none,patterns/OntoCAPE/requirement1/OntoCAPE_STAR_none/,,,An AggregatedProcessStep is a ProcessStep which consists of a number of ProcessSteps in a certain sequence.
https://w3id.org/pmd/co/AgingInterval,Aging Interval,AgingInterval,Class,Ontology : pmdcore,ontologies/pmdcore/,,,
https://w3id.org/pmd/co/AgingProcess,Aging Process,AgingProcess,Class,Ontology : pmdcore,ontologies/pmdcore/,,,
https://w3id.org/pmd/co/AgingTemperature,Aging Temperature,AgingTemperature,Class,Ontology : pmdcore,ontologies/pmdcore/,,,
https://w3id.org/pmd/co/AgingTime,Aging Time,AgingTime,Class,Ontology : pmdcore,ontologies/pmdcore/,,,
https://nfdi.fiz-karlsruhe.de/ontology/NFDI_0010006,agriculture,NFDI_0010006,Class,Ontology : mwo,ontologies/mwo/,,,"An academic discipline that focuses on the science, practice, and business of cultivating plants, raising animals, and producing food, fiber, and other products. Agriculture involves the study of soil management, crop production, livestock care, and sustainable farming practices to ensure food security and environmental sustainability."
https://orcid.org/0000-0002-1008-4530,Ahmad Zainul Ihsan,0000-0002-1008-4530,Entity,Ontology : mwo,ontologies/mwo/,,,
https://gpo.ontology.link/GPO_c891e59a_6ce5_4c3c_be65_d973311ad136,Aircraft,GPO_c891e59a_6ce5_4c3c_be65_d973311ad136,Class,Ontology : GPO,ontologies/GPO/,,,
https://gpo.ontology.link/GPO_6dff3494_5026_41ed_8247_cd1ce7e56b62,AirFlowSorting,GPO_6dff3494_5026_41ed_8247_cd1ce7e56b62,Class,Ontology : GPO,ontologies/GPO/,,,
https://gpo.ontology.link/GPO_0fdd8965_b9af_4e36_bdd0_7cd3dd37ab98,AirVehicle,GPO_0fdd8965_b9af_4e36_bdd0_7cd3dd37ab98,Class,Ontology : GPO,ontologies/GPO/,,,
http://purl.obolibrary.org/obo/STATO_0000325,Akaike information criterion,STATO_0000325,Class,Ontology : stato,ontologies/stato/,,,
https://w3id.org/pmd/co/AccreditationDocument,Akkreditierungsdokument,AccreditationDocument,Class,Ontology : pmdcore,ontologies/pmdcore/,,,
http://www.w3.org/ns/prov#Activity,Aktivität,Activity,Class,Ontology : m4i,ontologies/m4i/,,,
http://www.w3.org/ns/prov#Activity,Aktivität,Activity,Class,Pattern : m4i / requirement1 / m4i_STAR_none,patterns/m4i/requirement1/m4i_STAR_none/,,,
https://w3id.org/pmd/co/Acoustical,Akustisch,Acoustical,Class,Ontology : pmdcore,ontologies/pmdcore/,,,
http://emmo.info/emmo#EMMO_98d65021_4574_4890_b2fb_46430841077f,AlgebricEquation,EMMO_98d65021_4574_4890_b2fb_46430841077f,Class,Ontology : GPO,ontologies/GPO/,,,An 'equation' that has parts two 'polynomial'-s
http://emmo.info/emmo#EMMO_1aed91a3_d00c_48af_8f43_a0c958b2512a,AlgebricExpression,EMMO_1aed91a3_d00c_48af_8f43_a0c958b2512a,Class,Ontology : GPO,ontologies/GPO/,,,"An expression that has parts only integer constants, variables, and the algebraic operations (addition, subtraction, multiplication, division and exponentiation by an exponent that is a rational number)"
http://emmo.info/emmo#EMMO_3c424d37_cf62_41b1_ac9d_a316f8d113d6,AlgebricOperator,EMMO_3c424d37_cf62_41b1_ac9d_a316f8d113d6,Class,Ontology : GPO,ontologies/GPO/,,,
http://purl.obolibrary.org/obo/IAO_0000064,algorithm,IAO_0000064,Class,Ontology : stato,ontologies/stato/,,,
https://w3id.org/pmd/co/Algorithm,Algorithmus,Algorithm,Class,Ontology : pmdcore,ontologies/pmdcore/,,,
http://purl.obolibrary.org/obo/STATO_0000254,allele frequency,STATO_0000254,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/OBI_0001352,allele information,OBI_0001352,Class,Ontology : stato,ontologies/stato/,,,
http://purls.helmholtz-metadaten.de/mwo/MWO_0001009,alliancing,MWO_0001009,Class,Ontology : mwo,ontologies/mwo/,,,"Alliancing is a collaboration process in which two or more entities form a long-term cooperative relationship based on shared objectives, often in research, industry, or government sectors."
https://www.irit.fr/recherches/MELODI/ontologies/BBO#AllMultiInstanceLoopCharacteristics,AllMultiInstanceLoopCharacteristics,AllMultiInstanceLoopCharacteristics,Class,Ontology : BBO,ontologies/BBO/,,,"All: no Event is ever thrown, a token is produced after completion of all instances.
Any thrown Events can be caught by boundary Events on the Multi-Instance Activity."
http://purl.obolibrary.org/obo/STATO_0000603,alpha debt,STATO_0000603,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/STATO_0000388,alpha distribution,STATO_0000388,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/STATO_0000604,alpha investing procedure,STATO_0000604,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/STATO_0000605,alpha spending procedure,STATO_0000605,Class,Ontology : stato,ontologies/stato/,,,
http://www.w3.org/ns/prov#alternateOf,alternateOf,alternateOf,ObjectProperty,Ontology : opmw,ontologies/opmw/,,,
http://purl.obolibrary.org/obo/STATO_0000208,alternative hypothesis,STATO_0000208,Class,Ontology : stato,ontologies/stato/,,,
http://purl.obolibrary.org/obo/IAO_0000118,alternative label,IAO_0000118,AnnotationProperty,Ontology : mwo,ontologies/mwo/,,,"Consider re-defing to: An alternative name for a class or property which can mean the same thing as the preferred name (semantically equivalent, narrow, broad or related)."
http://purl.obolibrary.org/obo/IAO_0000118,alternative term,IAO_0000118,AnnotationProperty,Ontology : stato,ontologies/stato/,,,
http://www.w3.org/2004/02/skos/core#altLabel,altLabel,altLabel,AnnotationProperty,Ontology : GPO,ontologies/GPO/,,,
http://www.w3.org/2004/02/skos/core#altLabel,altLabel,altLabel,AnnotationProperty,Ontology : m4i,ontologies/m4i/,,,
http://www.w3.org/2004/02/skos/core#altLabel,altLabel,altLabel,AnnotationProperty,Ontology : mwo,ontologies/mwo/,,,
http://www.w3.org/2004/02/skos/core#altLabel,altLabel,altLabel,AnnotationProperty,Ontology : pmdcore,ontologies/pmdcore/,,,
http://www.w3.org/2004/02/skos/core#altLabel,altLabel,altLabel,AnnotationProperty,Pattern : GPO / requirement1 / GPO_STAR_none,patterns/GPO/requirement1/GPO_STAR_none/,,,
http://www.w3.org/2004/02/skos/core#altLabel,altLabel,altLabel,AnnotationProperty,Pattern : GPO / requirement2 / GPO_STAR_none,patterns/GPO/requirement2/GPO_STAR_none/,,,
http://www.w3.org/2004/02/skos/core#altLabel,altLabel,altLabel,AnnotationProperty,Pattern : m4i / requirement1 / m4i_STAR_none,patterns/m4i/requirement1/m4i_STAR_none/,,,
http://www.w3.org/2004/02/skos/core#altLabel,altLabel,altLabel,AnnotationProperty,Pattern : pmdcore / requirement1 / pmdcore_STAR_none,patterns/pmdcore/requirement1/pmdcore_STAR_none/,,,
http://www.w3.org/2004/02/skos/core#altLabel,altLabel,altLabel,AnnotationProperty,Pattern : pmdcore / requirement2 / pmdcore_STAR_none,patterns/pmdcore/requirement2/pmdcore_STAR_none/,,,
http://www.w3.org/2004/02/skos/core#altLabel,altLabel,altLabel,AnnotationProperty,Pattern : pmdcore / requirement3 / pmdcore_STAR_none,patterns/pmdcore/requirement3/pmdcore_STAR_none/,,,
http://purl.obolibrary.org/obo/STATO_0000128,Altman box and whisker plot,STATO_0000128,Class,Ontology : stato,ontologies/stato/,,,
