IRI,Similarity
https://w3id.org/pko#Procedure,0.8821
https://w3id.org/pko#ProcedureStatus,0.8722
https://w3id.org/pko#StepExecution,0.8716
https://w3id.org/pko#ProcedureExecutionStatus,0.8693
https://w3id.org/pko#ProcedureExecution,0.8686
https://w3id.org/pko#executesStep,0.8663
https://w3id.org/pko#nextStepExecution,0.8643
https://w3id.org/pko#Function,0.8632
https://w3id.org/pko#ProcedureType,0.8629
https://w3id.org/pko#hasStep,0.8627
https://w3id.org/pko#previousStepExecution,0.8621
https://w3id.org/pko#StepVerification,0.8613
https://w3id.org/pko#executesProcedure,0.8585
https://w3id.org/pko#hasIssueOccurrence,0.8575
https://w3id.org/pko#hasFirstStep,0.8554
https://w3id.org/pko#UserQuestionOccurrence,0.8550
https://w3id.org/pko#hasFallbackStep,0.8548
https://w3id.org/pko#requiresTool,0.8532
https://w3id.org/pko#requiresFunction,0.8519
https://w3id.org/pko#hasStepVerification,0.8514
