IRI,Similarity
http://purl.obolibrary.org/obo/BFO_0000023,0.5704
http://purl.obolibrary.org/obo/IAO_0000572,0.5526
http://purl.obolibrary.org/obo/RO_0000081,0.5381
http://purl.obolibrary.org/obo/BFO_0000015,0.5290
http://purl.obolibrary.org/obo/OBI_0000011,0.4836
http://purl.obolibrary.org/obo/OBI_0000067,0.4672
http://purl.obolibrary.org/obo/OBI_0000339,0.4562
http://purl.obolibrary.org/obo/RO_0000087,0.4534
http://purl.obolibrary.org/obo/OBI_0000319,0.4498
http://purl.obolibrary.org/obo/OBI_0000245,0.4438
http://purl.obolibrary.org/obo/IAO_0000007,0.4323
http://purl.obolibrary.org/obo/RO_0000056,0.4293
http://purl.obolibrary.org/obo/IAO_0000005,0.4204
http://purl.obolibrary.org/obo/IAO_0000310,0.4142
http://purl.obolibrary.org/obo/STATO_0000465,0.4113
http://purl.obolibrary.org/obo/OBI_0000846,0.4058
http://purl.obolibrary.org/obo/IAO_0000221,0.4056
