IRI,Similarity
https://w3id.org/pmd/co/belongsToProject,0.7422
https://w3id.org/pmd/co/process,0.6703
https://w3id.org/pmd/co/Project,0.6116
https://w3id.org/pmd/co/OperatorRole,0.5714
https://w3id.org/pmd/co/ProjectIdentifier,0.5588
https://w3id.org/pmd/co/input,0.5388
https://w3id.org/pmd/co/ProcessIdentifier,0.5356
http://purl.obolibrary.org/obo/RO_0000087,0.5330
https://w3id.org/pmd/co/Process,0.5181
https://w3id.org/pmd/co/ProcessDescription,0.5150
https://w3id.org/pmd/co/InitiatorRole,0.5049
https://w3id.org/pmd/co/RelatedProjectIdentifier,0.5032
https://w3id.org/pmd/co/ProcessingNode,0.5011
https://w3id.org/pmd/co/ClassificationDocument,0.4813
https://w3id.org/pmd/co/output,0.4793
https://w3id.org/pmd/co/executes,0.4708
https://w3id.org/pmd/co/InspectionDocument,0.4698
https://w3id.org/pmd/co/subordinateProcess,0.4684
https://w3id.org/pmd/co/DataScope,0.4588
https://w3id.org/pmd/co/AnalysingProcess,0.4496
https://w3id.org/pmd/co/AccreditationDocument,0.4448
https://w3id.org/pmd/co/nextProcess,0.4435
https://w3id.org/pmd/co/TestingMachine,0.4422
https://w3id.org/pmd/co/CalibrationDocument,0.4361
https://w3id.org/pmd/co/ManufacturerRole,0.4267
https://w3id.org/pmd/co/Document,0.4262
https://w3id.org/pmd/co/Operator,0.4237
https://w3id.org/pmd/co/Object,0.4223
http://purl.obolibrary.org/obo/IAO_0000078,0.4174
https://w3id.org/pmd/co/ErrorReportDocument,0.4143
https://w3id.org/pmd/co/ConditioningProcess,0.4063
